id,camera_id,hour,total_detections,unique_persons,avg_persons_per_frame,peak_persons,loitering_events,running_events,suspicious_events,crowd_events,persons_in_fence,persons_outside_fence,created_at,updated_at
30,CAM001,2026-05-07 13:00:00,2749,9,5.138317757009346,9,6,9,0,0,2749,0,2026-05-07T13:13:58.313949,2026-05-07T13:53:32.405921
