id,persistent_id,camera_id,track_id,confidence,frame_id,in_geo_fence,fence_id,fence_name,timestamp,bbox_x,bbox_y,bbox_width,bbox_height
5936,3,CAM002,92,2.0141172888473617,1665,True,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,2025-11-18 14:04:16.926909,368.0,383.0,101.0,103.0
5935,4,CAM002,82,1.7638904035681882,1665,True,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,2025-11-18 14:04:16.923979,249.0,369.0,130.0,163.0
5934,1,CAM002,57,1.9781950658071317,1665,True,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,2025-11-18 14:04:16.920028,408.0,331.0,233.0,209.0
5933,5,CAM001,70,2.0129631193254616,1710,True,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,2025-11-18 14:04:16.184796,149.0,345.0,54.0,73.0
5932,4,CAM001,69,1.7461867216259097,1710,True,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,2025-11-18 14:04:16.180886,290.0,331.0,91.0,104.0
5931,9,CAM001,66,1.9234818082701652,1710,True,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,2025-11-18 14:04:16.176440,253.0,329.0,53.0,70.0
5930,2,CAM001,65,1.9785574649309488,1710,True,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,2025-11-18 14:04:16.173468,435.0,328.0,117.0,140.0
5929,8,CAM001,59,1.8830183084936005,1710,True,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,2025-11-18 14:04:16.168616,171.0,300.0,151.0,144.0
5928,7,CAM001,57,2.0217932240742273,1710,True,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,2025-11-18 14:04:16.165105,612.0,328.0,184.0,152.0
5927,3,CAM002,92,1.9478630286012069,1660,True,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,2025-11-18 14:04:10.370623,369.0,382.0,97.0,105.0
5926,1,CAM002,89,2.0330766727337997,1660,True,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,2025-11-18 14:04:10.366677,560.0,353.0,95.0,148.0
5925,4,CAM002,82,1.734422314565783,1660,True,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,2025-11-18 14:04:10.361795,249.0,369.0,130.0,163.0
5924,2,CAM002,57,1.6787945141230707,1660,True,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,2025-11-18 14:04:10.358866,404.0,331.0,234.0,209.0
5923,5,CAM001,70,1.8252699604485683,1705,True,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,2025-11-18 14:04:09.896675,147.0,345.0,58.0,75.0
5922,4,CAM001,69,1.7539507555529152,1705,True,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,2025-11-18 14:04:09.894721,290.0,330.0,93.0,105.0
5921,9,CAM001,66,2.00544813837743,1705,True,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,2025-11-18 14:04:09.892768,254.0,328.0,55.0,70.0
5920,2,CAM001,65,1.6965352000544527,1705,True,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,2025-11-18 14:04:09.890815,438.0,324.0,111.0,143.0
5919,8,CAM001,59,1.9899748716278232,1705,True,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,2025-11-18 14:04:09.888856,183.0,325.0,129.0,119.0
5918,7,CAM001,57,1.9789620230192522,1705,True,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,2025-11-18 14:04:09.886824,614.0,324.0,182.0,156.0
5917,3,CAM002,92,1.8920161745863653,1655,True,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,2025-11-18 14:04:04.455371,367.0,381.0,92.0,103.0
5916,1,CAM002,89,2.0178909592605043,1655,True,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,2025-11-18 14:04:04.452441,560.0,355.0,95.0,146.0
5915,4,CAM002,82,1.8083836548360899,1655,True,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,2025-11-18 14:04:04.449513,248.0,369.0,131.0,164.0
5914,2,CAM002,57,1.7969261999456116,1655,True,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,2025-11-18 14:04:04.445562,401.0,331.0,236.0,209.0
5913,3,CAM001,73,1.6270298188038843,1700,True,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,2025-11-18 14:04:03.938859,436.0,296.0,78.0,170.0
5912,5,CAM001,70,2.0162316294609637,1700,True,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,2025-11-18 14:04:03.936369,142.0,332.0,81.0,103.0
5911,4,CAM001,69,1.765491441700789,1700,True,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,2025-11-18 14:04:03.932463,288.0,327.0,96.0,108.0
5910,9,CAM001,66,2.015100880484315,1700,True,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,2025-11-18 14:04:03.930510,256.0,327.0,55.0,68.0
