persistent_id,cameras_visited,track_id,avg_confidence,percent_time_in_fence,fence_ids_visited,fence_names_visited,total_detections,first_seen,last_seen,duration_seconds
1,CAM002,120,1.488,100.0,8b9846a8-d4ff-4584-8387-7714d0f8f8d8,Westbound,1,2026-01-28T18:46:49.808647,2026-01-28T18:46:49.808647,0.0
6,CAM002,125,1.42,100.0,8b9846a8-d4ff-4584-8387-7714d0f8f8d8,Westbound,1,2026-01-28T18:46:49.812647,2026-01-28T18:46:49.812647,0.0
7,CAM002,126,1.454,100.0,8b9846a8-d4ff-4584-8387-7714d0f8f8d8,Westbound,1,2026-01-28T18:46:49.814650,2026-01-28T18:46:49.814650,0.0
3,CAM002,132,1.451,100.0,8b9846a8-d4ff-4584-8387-7714d0f8f8d8,Westbound,1,2026-01-28T18:46:49.819168,2026-01-28T18:46:49.819168,0.0
9,CAM002,151,1.484,100.0,8b9846a8-d4ff-4584-8387-7714d0f8f8d8,Westbound,1,2026-01-28T18:46:49.821175,2026-01-28T18:46:49.821175,0.0
13,CAM002,206,1.864,100.0,8b9846a8-d4ff-4584-8387-7714d0f8f8d8,Westbound,230,2026-01-28T18:46:54.705419,2026-01-28T19:23:43.129697,2208.424278
15,CAM002,183,1.903,100.0,8b9846a8-d4ff-4584-8387-7714d0f8f8d8,Westbound,359,2026-01-28T18:46:54.708936,2026-01-28T19:23:43.126697,2208.417761
12,CAM002,225,1.795,100.0,8b9846a8-d4ff-4584-8387-7714d0f8f8d8,Westbound,234,2026-01-28T18:46:54.711936,2026-01-28T19:23:38.217658,2203.505722
11,CAM002,220,1.865,100.0,8b9846a8-d4ff-4584-8387-7714d0f8f8d8,Westbound,307,2026-01-28T18:46:54.713938,2026-01-28T19:23:43.131696,2208.417758
14,CAM002,220,1.828,100.0,8b9846a8-d4ff-4584-8387-7714d0f8f8d8,Westbound,225,2026-01-28T18:46:54.717462,2026-01-28T19:20:24.704642,2009.98718
18,CAM002,222,1.772,100.0,8b9846a8-d4ff-4584-8387-7714d0f8f8d8,Westbound,329,2026-01-28T18:49:10.644495,2026-01-28T19:23:43.133696,2072.489201
16,CAM002,221,1.859,100.0,8b9846a8-d4ff-4584-8387-7714d0f8f8d8,Westbound,190,2026-01-28T18:49:46.460572,2026-01-28T19:22:09.011815,1942.551243
17,CAM002,120,1.84,100.0,8b9846a8-d4ff-4584-8387-7714d0f8f8d8,Westbound,138,2026-01-28T19:08:57.668528,2026-01-28T19:23:43.124695,885.456167
