id,camera_id,hour,total_detections,unique_persons,avg_persons_per_frame,peak_persons,loitering_events,running_events,suspicious_events,crowd_events,persons_in_fence,persons_outside_fence,created_at,updated_at
25,CAM002,2026-05-06,872,6,1.8242677824267783,5,0,0,0,0,872,0,2026-05-06T00:12:19.013829,2026-05-06T00:59:54.736325
