id,camera_id,hour,total_detections,unique_persons,avg_persons_per_frame,peak_persons,loitering_events,running_events,suspicious_events,crowd_events,persons_in_fence,persons_outside_fence,created_at,updated_at
15,CAM002,2026-04-18 07:00:00,78,4,2.108108108108108,4,0,0,0,0,78,0,2026-04-18T07:00:11.046260,2026-04-18T07:15:49.852368
