persistent_id,cameras,behavior_types,max_severity,avg_confidence,first_behavior,last_behavior,total_behaviors,loitering_count
1,CAM002,loitering,medium,0.65,2025-11-18T14:29:56.544575,2025-11-18T14:29:56.544575,1,1
5,CAM002,loitering,medium,0.52,2025-11-18T14:31:09.855907,2025-11-18T14:31:09.855907,1,1
7,CAM002,loitering,medium,0.81,2025-11-18T14:57:58.215839,2025-11-18T14:57:58.215839,1,1
9,CAM002,loitering,medium,0.79,2025-11-18T14:20:49.255527,2025-11-18T14:20:49.255527,1,1
