id,camera_id,hour,total_detections,unique_persons,avg_persons_per_frame,peak_persons,loitering_events,running_events,suspicious_events,crowd_events,persons_in_fence,persons_outside_fence,created_at,updated_at
41,CAM001,2025-11-18 12:00:00,1893,9,5.061497326203209,8,0,0,0,0,1893,0,2025-11-18T12:03:22.259626,2025-11-18T12:55:38.839153
