id,camera_id,hour,total_detections,unique_persons,avg_persons_per_frame,peak_persons,loitering_events,running_events,suspicious_events,crowd_events,persons_in_fence,persons_outside_fence,created_at,updated_at
5,CAM001,2025-11-06 22:00:00,162,9,1.0,1,0,0,0,0,162,0,2025-11-06T22:00:26.527610,2025-11-06T22:52:56.173842
