persistent_id,cameras_visited,track_id,avg_confidence,percent_time_in_fence,fence_ids_visited,fence_names_visited,total_detections,first_seen,last_seen,duration_seconds
9,CAM002,212,1.883,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,174,2025-11-18T13:59:50.765526,2025-11-18T14:56:05.317527,3374.552001
2,CAM002,201,1.843,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,145,2025-11-18T13:59:50.768457,2025-11-18T14:54:30.893816,3280.125359
1,CAM002,225,1.938,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,507,2025-11-18T13:59:50.770942,2025-11-18T14:59:44.882046,3594.111104
8,CAM002,198,1.909,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,55,2025-11-18T13:59:55.555828,2025-11-18T14:50:05.295614,3009.739786
3,CAM002,212,1.898,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,294,2025-11-18T13:59:55.562224,2025-11-18T14:54:17.062905,3261.500681
7,CAM002,82,1.879,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,324,2025-11-18T14:00:13.134989,2025-11-18T14:59:49.555538,3576.420549
4,CAM002,215,1.872,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,285,2025-11-18T14:00:30.912078,2025-11-18T14:58:18.188498,3467.27642
5,CAM002,210,1.981,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,416,2025-11-18T14:00:41.520848,2025-11-18T14:59:49.557495,3548.036647
6,CAM002,215,1.977,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,173,2025-11-18T14:01:39.868203,2025-11-18T14:59:06.243646,3446.375443
10,CAM002,212,1.909,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,126,2025-11-18T14:22:09.009096,2025-11-18T14:59:49.559982,2260.550886
