id,camera_id,hour,total_detections,unique_persons,avg_persons_per_frame,peak_persons,loitering_events,running_events,suspicious_events,crowd_events,persons_in_fence,persons_outside_fence,created_at,updated_at
36,CAM001,2026-05-07 18:00:00,627,10,6.087378640776699,10,0,0,0,0,627,0,2026-05-07T18:52:17.222406,2026-05-07T18:57:31.054402
