persistent_id,cameras_visited,track_id,avg_confidence,percent_time_in_fence,fence_ids_visited,fence_names_visited,total_detections,first_seen,last_seen,duration_seconds
3,CAM002,1,1.877,100.0,ce474060-0953-4f27-b37e-72372098e3e5,Westbound,304,2026-05-14T09:37:35.011202,2026-05-14T09:59:55.788359,1340.777157
2,CAM002,76,1.81,100.0,ce474060-0953-4f27-b37e-72372098e3e5,Westbound,209,2026-05-14T09:38:07.248050,2026-05-14T09:59:48.212973,1300.964923
1,CAM002,61,1.765,100.0,ce474060-0953-4f27-b37e-72372098e3e5,Westbound,165,2026-05-14T09:38:16.809414,2026-05-14T09:56:29.007353,1092.197939
4,CAM002,38,1.877,100.0,ce474060-0953-4f27-b37e-72372098e3e5,Westbound,321,2026-05-14T09:38:22.687284,2026-05-14T09:59:55.792943,1293.105659
6,CAM002,52,2.02,100.0,ce474060-0953-4f27-b37e-72372098e3e5,Westbound,276,2026-05-14T09:45:38.300096,2026-05-14T09:59:55.795888,857.495792
5,CAM002,59,1.908,100.0,ce474060-0953-4f27-b37e-72372098e3e5,Westbound,172,2026-05-14T09:46:50.704866,2026-05-14T09:59:55.799888,785.095022
7,CAM002,76,1.91,100.0,ce474060-0953-4f27-b37e-72372098e3e5,Westbound,64,2026-05-14T09:56:29.004342,2026-05-14T09:59:55.802889,206.798547
