persistent_id,cameras_visited,track_id,avg_confidence,percent_time_in_fence,fence_ids_visited,fence_names_visited,total_detections,first_seen,last_seen,duration_seconds
8,CAM002,65,1.865,100.0,7280927c-cbd0-410a-b029-945bdb6ca5d9,Zone 1,142,2026-05-07T18:54:55.435787,2026-05-07T19:09:20.651211,865.215424
6,CAM002,39,1.868,100.0,7280927c-cbd0-410a-b029-945bdb6ca5d9,Zone 1,66,2026-05-07T18:54:55.440787,2026-05-07T19:02:20.746827,445.30604
3,CAM002,47,1.887,100.0,7280927c-cbd0-410a-b029-945bdb6ca5d9,Zone 1,150,2026-05-07T18:55:00.953568,2026-05-07T19:09:20.640210,859.686642
9,CAM002,60,1.815,100.0,7280927c-cbd0-410a-b029-945bdb6ca5d9,Zone 1,70,2026-05-07T18:55:09.997372,2026-05-07T19:09:20.649211,850.651839
1,CAM002,52,1.91,100.0,7280927c-cbd0-410a-b029-945bdb6ca5d9,Zone 1,151,2026-05-07T18:55:50.656605,2026-05-07T19:09:20.644210,809.987605
11,CAM002,58,1.848,100.0,7280927c-cbd0-410a-b029-945bdb6ca5d9,Zone 1,47,2026-05-07T18:56:43.871804,2026-05-07T19:04:55.108317,491.236513
5,CAM002,1,1.877,100.0,7280927c-cbd0-410a-b029-945bdb6ca5d9,Zone 1,157,2026-05-07T18:56:51.568602,2026-05-07T19:09:20.634210,749.065608
7,CAM002,55,1.968,100.0,7280927c-cbd0-410a-b029-945bdb6ca5d9,Zone 1,159,2026-05-07T18:56:55.803503,2026-05-07T19:09:20.646210,744.842707
2,CAM002,49,1.938,100.0,7280927c-cbd0-410a-b029-945bdb6ca5d9,Zone 1,154,2026-05-07T18:56:55.808502,2026-05-07T19:09:20.642211,744.833709
4,CAM002,39,1.72,100.0,7280927c-cbd0-410a-b029-945bdb6ca5d9,Zone 1,18,2026-05-07T18:56:55.810502,2026-05-07T19:09:20.637210,744.826708
