persistent_id,cameras_visited,track_id,avg_confidence,percent_time_in_fence,fence_ids_visited,fence_names_visited,total_detections,first_seen,last_seen,duration_seconds
1,CAM001,94,1.911,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,171,2026-05-07T18:50:45.840653,2026-05-07T19:08:59.183649,1093.342996
2,CAM001,95,1.903,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,142,2026-05-07T18:50:45.847658,2026-05-07T19:09:21.794264,1115.946606
3,CAM001,97,1.828,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,137,2026-05-07T18:50:45.851670,2026-05-07T19:09:17.650459,1111.798789
4,CAM001,65,1.948,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,139,2026-05-07T18:50:45.855822,2026-05-07T19:09:13.867420,1108.011598
5,CAM001,3,1.825,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,169,2026-05-07T18:50:48.688989,2026-05-07T19:09:21.785263,1113.096274
6,CAM001,96,1.976,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,203,2026-05-07T18:51:17.954631,2026-05-07T19:08:51.007847,1053.053216
8,CAM001,97,1.805,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,159,2026-05-07T18:52:48.877638,2026-05-07T19:09:21.796266,992.918628
9,CAM001,101,1.92,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,171,2026-05-07T18:53:02.421249,2026-05-07T19:09:17.653502,975.232253
7,CAM001,24,1.856,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,79,2026-05-07T18:53:15.593483,2026-05-07T19:09:21.789265,966.195782
11,CAM001,65,1.908,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,139,2026-05-07T18:53:53.873737,2026-05-07T19:09:21.792265,927.918528
