id,camera_id,hour,total_detections,unique_persons,avg_persons_per_frame,peak_persons,loitering_events,running_events,suspicious_events,crowd_events,persons_in_fence,persons_outside_fence,created_at,updated_at
37,CAM001,2026-05-07 19:00:00,665,10,5.635593220338983,10,5,0,0,0,665,0,2026-05-07T19:01:09.258898,2026-05-07T19:09:02.570393
