id,camera_id,hour,total_detections,unique_persons,avg_persons_per_frame,peak_persons,loitering_events,running_events,suspicious_events,crowd_events,persons_in_fence,persons_outside_fence,created_at,updated_at
5,CAM002,2025-11-18 15:00:00,849,10,3.4096385542168677,5,2,0,0,0,849,0,2025-11-18T15:00:41.037121,2025-11-18T15:18:44.829978
