persistent_id,cameras_visited,track_id,avg_confidence,percent_time_in_fence,fence_ids_visited,fence_names_visited,total_detections,first_seen,last_seen,duration_seconds
1,CAM001,13,1.962,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,120,2026-05-07T18:50:45.840653,2026-05-07T18:59:39.043151,533.202498
2,CAM001,52,1.968,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,101,2026-05-07T18:50:45.847658,2026-05-07T18:59:07.481523,501.633865
3,CAM001,47,1.877,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,72,2026-05-07T18:50:45.851670,2026-05-07T18:59:39.047114,533.195444
4,CAM001,17,1.946,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,89,2026-05-07T18:50:45.855822,2026-05-07T18:58:53.414324,487.558502
5,CAM001,50,1.9,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,73,2026-05-07T18:50:48.688989,2026-05-07T18:59:39.049114,530.360125
6,CAM001,55,1.983,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,95,2026-05-07T18:51:17.954631,2026-05-07T18:59:39.051113,501.096482
8,CAM001,3,1.889,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,67,2026-05-07T18:52:48.877638,2026-05-07T18:59:39.038150,410.160512
9,CAM001,22,1.916,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,69,2026-05-07T18:53:02.421249,2026-05-07T18:59:39.045113,396.623864
7,CAM001,41,1.936,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,49,2026-05-07T18:53:15.593483,2026-05-07T18:59:15.672054,360.078571
11,CAM001,5,1.901,100.0,2b4b687a-b1c2-457c-ad86-0fdea35f2561,Zone 1,63,2026-05-07T18:53:53.873737,2026-05-07T18:59:34.819010,340.945273
