id,camera_id,hour,total_detections,unique_persons,avg_persons_per_frame,peak_persons,loitering_events,running_events,suspicious_events,crowd_events,persons_in_fence,persons_outside_fence,created_at,updated_at
17,CAM001,2025-11-11 01:00:00,0,0,0.0,0,0,0,0,0,0,0,2025-11-11T01:30:19.051759,2025-11-11T01:59:31.879067
