id,camera_id,hour,total_detections,unique_persons,avg_persons_per_frame,peak_persons,loitering_events,running_events,suspicious_events,crowd_events,persons_in_fence,persons_outside_fence,created_at,updated_at
9,CAM002,2026-01-28 18:00:00,605,12,4.548872180451128,6,3,0,0,0,605,0,2026-01-28T18:47:48.620382,2026-01-28T18:58:59.198471
