behavior_id,persistent_id,camera_id,behavior_type,severity,confidence,description,timestamp
224,4,CAM001,crowd_formation,medium,0.5,Crowd of 3 detected,2026-05-14 09:38:36.661405
223,4,CAM001,crowd_formation,medium,0.58,Crowd of 4 detected,2026-05-14 09:37:27.404953
