id,camera_id,hour,total_detections,unique_persons,avg_persons_per_frame,peak_persons,loitering_events,running_events,suspicious_events,crowd_events,persons_in_fence,persons_outside_fence,created_at,updated_at
41,CAM002,2026-05-14 10:00:00,2521,7,4.895145631067961,8,4,0,0,0,2521,0,2026-05-14T10:01:11.804896,2026-05-14T10:23:01.550881
