persistent_id,cameras_visited,track_id,avg_confidence,percent_time_in_fence,fence_ids_visited,fence_names_visited,total_detections,first_seen,last_seen,duration_seconds
3,CAM001,206,1.927,100.0,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,575,2025-11-18T13:59:53.801884,2025-11-18T14:59:50.051134,3596.24925
4,CAM001,203,1.911,100.0,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,501,2025-11-18T13:59:53.806363,2025-11-18T14:59:50.047194,3596.240831
9,CAM001,205,1.944,100.0,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,558,2025-11-18T13:59:53.814712,2025-11-18T14:59:50.049175,3596.234463
5,CAM001,212,1.919,100.0,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,322,2025-11-18T13:59:53.817690,2025-11-18T14:58:03.528083,3489.710393
8,CAM001,171,1.967,100.0,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,558,2025-11-18T13:59:53.820620,2025-11-18T14:59:50.044265,3596.223645
7,CAM001,205,1.886,100.0,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,443,2025-11-18T13:59:53.832931,2025-11-18T14:56:16.873674,3383.040743
1,CAM001,205,1.791,100.0,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,352,2025-11-18T13:59:53.834914,2025-11-18T14:59:20.229664,3566.39475
2,CAM001,141,1.957,100.0,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,698,2025-11-18T14:00:05.006780,2025-11-18T14:59:50.040794,3585.034014
6,CAM001,215,1.951,100.0,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,384,2025-11-18T14:01:33.647411,2025-11-18T14:59:50.054605,3496.407194
10,CAM001,215,1.922,100.0,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,308,2025-11-18T14:02:04.327342,2025-11-18T14:59:40.278873,3455.951531
11,CAM001,121,1.918,100.0,34bbee35-39af-49b9-ab65-c313c776cd74,Eastbound,5,2025-11-18T14:22:32.657747,2025-11-18T14:22:52.415744,19.757997
