persistent_id,cameras_visited,track_id,avg_confidence,percent_time_in_fence,fence_ids_visited,fence_names_visited,total_detections,first_seen,last_seen,duration_seconds
9,CAM002,82,1.914,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,188,2025-11-18T14:21:28.960225,2025-11-18T15:21:25.946190,3596.985965
7,CAM002,210,1.937,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,379,2025-11-18T14:21:28.964178,2025-11-18T15:21:25.950233,3596.986055
4,CAM002,82,1.885,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,234,2025-11-18T14:21:28.967103,2025-11-18T15:18:17.837139,3408.870036
1,CAM002,236,1.947,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,437,2025-11-18T14:21:43.552512,2025-11-18T15:18:28.686766,3405.134254
3,CAM002,236,1.952,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,271,2025-11-18T14:21:52.957658,2025-11-18T15:21:25.953207,3572.995549
10,CAM002,273,1.858,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,199,2025-11-18T14:22:09.009096,2025-11-18T15:21:25.957737,3556.948641
2,CAM002,271,1.784,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,56,2025-11-18T14:22:19.925123,2025-11-18T15:21:25.955736,3546.030613
5,CAM002,210,1.984,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,485,2025-11-18T14:23:24.848458,2025-11-18T15:06:51.503326,2606.654868
6,CAM002,82,1.99,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,266,2025-11-18T14:23:37.249848,2025-11-18T15:14:29.754594,3052.504746
8,CAM002,210,1.977,100.0,3778898b-349e-4f75-8ea8-ae7872429588,Westbound,129,2025-11-18T14:23:55.881411,2025-11-18T15:12:41.315185,2925.433774
