id,camera_id,hour,total_detections,unique_persons,avg_persons_per_frame,peak_persons,loitering_events,running_events,suspicious_events,crowd_events,persons_in_fence,persons_outside_fence,created_at,updated_at
6,CAM001,2025-11-18 15:00:00,1480,10,6.3247863247863245,9,4,0,0,0,1480,0,2025-11-18T15:04:01.263605,2025-11-18T15:17:32.205691
