id,camera_id,hour,total_detections,unique_persons,avg_persons_per_frame,peak_persons,loitering_events,running_events,suspicious_events,crowd_events,persons_in_fence,persons_outside_fence,created_at,updated_at
27,CAM001,2026-05-06 01:00:00,112,4,2.24,4,0,0,0,0,112,0,2026-05-06T01:00:03.618284,2026-05-06T01:01:02.580399
